YEAR	DATE	TIME	Hour	STREET1	STREET2	OFFSET	ROAD_CLASS	District	LATITUDE	LONGITUDE	LOCCOORD	ACCLOC	TRAFFCTL	VISIBILITY	LIGHT	RDSFCOND	ACCLASS	IMPACTYPE	INVTYPE	INVAGE	INJURY	FATAL_NO	INITDIR	VEHTYPE	MANOEUVER	DRIVACT	DRIVCOND	PEDTYPE	PEDACT	PEDCOND	CYCLISTYPE	CYCACT	CYCCOND	PEDESTRIAN	CYCLIST	AUTOMOBILE	MOTORCYCLE	TRUCK	TRSN_CITY_VEH	EMERG_VEH	PASSENGER	SPEEDING	AG_DRIV	REDLIGHT	ALCOHOL	DISABILITY	Division
2008	2008-04-13T04:00:00.000Z	244	2	OSSINGTON AVE	COLLEGE ST	 	Major Arterial	Toronto and East York	43.654345	-79.422687	Intersection	 	Traffic Signal	Rain	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	20 to 24	Fatal	14	East	Other	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Running onto Roadway	"Ability Impaired, Alcohol"	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	14
2008	2008-05-03T04:00:00.000Z	245	2	HUNTINGDALE BLVD	HEATHERSIDE DR	 	Collector	Scarborough	43.796545	-79.32309	Mid-Block	 	No Control	"Fog, Mist, Smoke, Dust"	Dark	Wet	Fatal	SMV Other	Driver	20 to 24	Fatal	17	East	"Automobile, Station Wagon"	Going Ahead	Lost control	"Ability Impaired, Alcohol"	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	Yes	 	42
2016	2016-08-14T04:00:00.000Z	250	2	STEELES AVE E	REESOR RD	 	Minor Arterial	Scarborough	43.84878	-79.197955	Mid-Block	Non Intersection	No Control	Clear	Dark	Dry	Fatal	Approaching	Driver	20 to 24	Fatal	52	East	"Automobile, Station Wagon"	Going Ahead	Driving Properly	Normal	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	42
2017	2017-03-19T04:00:00.000Z	255	2	106 YORK MILLS RD	 	 	Major Arterial	North York	43.745097	-79.397746	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Wet	Fatal	SMV Other	Driver	45 to 49	Fatal	13	West	"Automobile, Station Wagon"	Going Ahead	Driving Properly	Normal	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	32
2016	2016-10-31T04:00:00.000Z	257	2	F G GARDINER XY  E	JAMESON AVE	 	Expressway	Toronto and East York	43.633078	-79.435222	Mid-Block	Non Intersection	No Control	Clear	Dark	Dry	Fatal	SMV Other	Driver	25 to 29	Fatal	68	East	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	14
2009	2009-01-01T05:00:00.000Z	259	2	EGLINTON AVE E	DANFORTH RD	 	Major Arterial	Scarborough	43.737045	-79.24619	Intersection	At Intersection	Traffic Signal	Clear	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	50 to 54	Fatal	1	North	Other	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	"Ability Impaired, Alcohol Over .80"	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	43
2015	2015-06-13T04:00:00.000Z	300	3	F G GARDINER XY  W	ROYAL YORK RD	 	Expressway	Etobicoke York	43.622645	-79.502467	Mid-Block	 	No Control	Rain	Dark	Wet	Fatal	SMV Other	Driver	20 to 24	Fatal	30	West	"Automobile, Station Wagon"	Going Ahead	Exceeding Speed Limit	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	22
2016	2016-06-17T04:00:00.000Z	303	3	DANFORTH RD	ST CLAIR AVE E	92.1 m south	Minor Arterial	Scarborough	43.715674	-79.260387	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	20 to 24	Fatal	38	North	 	 	 	 	Pedestrian hit at mid-block	Running onto Roadway	Other	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	41
2008	2008-07-21T04:00:00.000Z	305	3	STEELES AVE E	YONGE ST	 	Major Arterial	North York	43.797945	-79.42009	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	35 to 39	Fatal	34	North	Other	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	32
2013	2013-08-03T04:00:00.000Z	305	3	STEELES AVE W	ISLINGTON AVE	 	Major Arterial	Etobicoke York	43.763743	-79.577289	Mid-Block	 	No Control	Clear	"Dark, artificial"	Dry	Fatal	SMV Other	Driver	25 to 29	Fatal	27	East	"Automobile, Station Wagon"	Going Ahead	Exceeding Speed Limit	"Ability Impaired, Alcohol Over .08"	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	Yes	 	31
2012	2012-10-21T04:00:00.000Z	325	3	MCNICOLL AVE	BIRCHMOUNT RD	 	Minor Arterial	Scarborough	43.807944	-79.314189	Mid-Block	At Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	SMV Other	Passenger	20 to 24	Fatal	36	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	Yes	 	42
2015	2015-05-16T04:00:00.000Z	325	3	BLOOR ST W	INDIAN GRV	50 m West of	Major Arterial	Toronto and East York	43.655169	-79.457828	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	40 to 44	Fatal	23	North	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Had Been Drinking	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	11
2016	2016-04-10T04:00:00.000Z	326	3	JANE ST	SHEPPARD AVE W	 	Major Arterial	North York	43.739379	-79.513202	Intersection	Intersection Related	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Rear End	Passenger	20 to 24	Fatal	23	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	31
2016	2016-04-10T04:00:00.000Z	326	3	JANE ST	SHEPPARD AVE W	 	Major Arterial	North York	43.739379	-79.513202	Intersection	Intersection Related	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Rear End	Passenger	20 to 24	Fatal	24	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	31
2016	2016-04-10T04:00:00.000Z	326	3	JANE ST	SHEPPARD AVE W	 	Major Arterial	North York	43.739379	-79.513202	Intersection	Intersection Related	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Rear End	Passenger	15 to 19	Fatal	22	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	31
2010	2010-01-10T05:00:00.000Z	329	3	KING ST E	PARLIAMENT ST	 	Major Arterial	Toronto and East York	43.652745	-79.36319	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Approaching	Driver	35 to 39	Fatal	1	East	"Automobile, Station Wagon"	Going Ahead	Lost control	Had Been Drinking	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	51
2018	2018-05-30T04:00:00.000Z	329	3	MARTIN GROVE RD	VULCAN ST	 	Major Arterial	Etobicoke York	43.705172	-79.577121	Intersection	At Intersection	Traffic Signal	 	Dark	 	Fatal	Turning Movement	Motorcycle Driver	20 to 24	Fatal	27	South	Motorcycle	Going Ahead	Exceeding Speed Limit	Unknown	 	 	 	 	 	 	 	 	 	Yes	Yes		 	 	Yes	Yes	 	 	 	23
2017	2017-10-05T04:00:00.000Z	331	3	YONGE ST	LAWRENCE AVE W	100 m North of	Major Arterial	North York	43.725344	-79.40224	Mid-Block	Non Intersection	No Control	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	20 to 24	Fatal	49	West	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	"32,53"
2018	2018-03-21T04:00:00.000Z	331	3	F G GARDINER XY  W	ROYAL YORK RD	 	Expressway	Etobicoke York	43.623107	-79.499957	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Rear End	Passenger	25 to 29	Fatal	16	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	22
2017	2017-01-29T05:00:00.000Z	345	3	F G GARDINER XY  W	SOUTH KINGSWAY RAMP	55 m West of	Expressway	Toronto and East York	43.633498	-79.472667	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Rear End	Driver	20 to 24	Fatal	9	West	"Automobile, Station Wagon"	Going Ahead	Lost control	"Ability Impaired, Alcohol Over .08"	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	Yes	 	11
2009	2009-03-08T05:00:00.000Z	350	3	HILL CRES	HEATHFIELD DR	 	Collector	Scarborough	43.737845	-79.21059	Intersection	 	No Control	Rain	Dark	Wet	Fatal	SMV Other	Passenger	20 to 24	Fatal	6	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	Yes	 	43
2014	2014-11-24T05:00:00.000Z	350	3	DON VALLEY PARKWAY  N	LEASIDE BDGE	 	Major Arterial	Toronto and East York	43.697508	-79.349437	Mid-Block	 	No Control	Rain	"Dark, artificial"	Wet	Fatal	SMV Other	Driver	20 to 24	Fatal	43	North	"Automobile, Station Wagon"	Going Ahead	Exceeding Speed Limit	"Ability Impaired, Alcohol"	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	Yes	 	54
2015	2015-10-03T04:00:00.000Z	351	3	BURNHAMTHORPE RD	PRENNAN AVE	1 m East of	Major Arterial	Etobicoke York	43.650695	-79.540759	Intersection	Non Intersection	No Control	Clear	Dark	Dry	Fatal	SMV Other	Passenger	40 to 44	Fatal	48	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	22
2015	2015-01-11T05:00:00.000Z	353	3	477 BROADVIEW AVE	 	 	Minor Arterial	Toronto and East York	43.669097	-79.352985	Mid-Block	 	No Control	Clear	"Dark, artificial"	Dry	Fatal	SMV Other	Driver	20 to 24	Fatal	1	South	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	55
2016	2016-04-23T04:00:00.000Z	356	3	JANE ST	HUMBERVIEW RD	 	Major Arterial	Toronto and East York	43.653998	-79.4864	Intersection	Non Intersection	No Control	Other	Dark	Other	Fatal	SMV Other	Passenger	20 to 24	Fatal	27	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	11
2017	2017-08-15T04:00:00.000Z	407	4	DUNDAS ST E	SHERBOURNE ST	38 m East of	Major Arterial	Toronto and East York	43.658351	-79.370532	Mid-Block	Non Intersection	No Control	Rain	"Dark, artificial"	Wet	Fatal	Pedestrian Collisions	Pedestrian	45 to 49	Fatal	35	Unknown	 	 	 	 	Pedestrian hit at mid-block	Other	Medical or Physical Disability	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	51
2012	2012-10-14T04:00:00.000Z	410	4	ROGERS RD	OLD WESTON RD	 	Minor Arterial	Toronto and East York	43.681845	-79.46769	Intersection	At Intersection	Traffic Signal	Rain	"Dark, artificial"	Wet	Fatal	SMV Other	Driver	30 to 34	Fatal	34	West	"Automobile, Station Wagon"	Going Ahead	Speed too Fast For Condition	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	12
2011	2011-07-08T04:00:00.000Z	414	4	BLACK CREEK DR	LAWRENCE AVE W	 	Major Arterial	Etobicoke York	43.707345	-79.49739	Mid-Block	 	No Control	Clear	Dark	Dry	Fatal	SMV Other	Driver	25 to 29	Fatal	13	North	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	12
2010	2010-09-15T04:00:00.000Z	418	4	WESTON RD	CHURCH ST	 	Minor Arterial	Etobicoke York	43.703245	-79.52599	Mid-Block	 	No Control	Clear	Dark	Dry	Fatal	SMV Unattended Vehicle	Driver	25 to 29	Fatal	31	North	"Automobile, Station Wagon"	Going Ahead	Lost control	Had Been Drinking	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	12
2010	2010-12-05T05:00:00.000Z	421	4	422 BRIMORTON DR	 	 	Collector	Scarborough	43.769045	-79.23759	Mid-Block	 	No Control	Clear	Dark	Dry	Fatal	SMV Other	Driver	25 to 29	Fatal	37	West	"Automobile, Station Wagon"	Going Ahead	Lost control	Had Been Drinking	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	43
2009	2009-03-07T05:00:00.000Z	440	4	WILLIAM R ALLEN RD	TRANSIT RD	 	Expressway	North York	43.741845	-79.45429	Intersection	At Intersection	Traffic Signal	Clear	Dark	Wet	Fatal	SMV Other	Driver	20 to 24	Fatal	5	North	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	32
2014	2014-08-30T04:00:00.000Z	459	4	ST CLAIR AVE W	SYMES RD	39 m East of	Major Arterial	Etobicoke York	43.670558	-79.476505	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	30 to 34	Fatal	25	East	 	 	 	 	Pedestrian hit at mid-block	Walking on Roadway Against Traffic	Other	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	"12,11"
2014	2014-08-16T04:00:00.000Z	515	5	KENNEDY RD	BONIS AVE	4 m North of	Major Arterial	Scarborough	43.78575	-79.289455	Intersection	Intersection Related	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	24	West	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	42
2012	2012-10-20T04:00:00.000Z	518	5	DON VALLEY PARKWAY  S	SPANBRIDGE RD	 	Expressway	North York	43.714343	-79.325488	Mid-Block	 	No Control	Clear	"Dark, artificial"	Wet	Fatal	SMV Other	Driver	15 to 19	Fatal	35	South	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	54
2011	2011-01-21T05:00:00.000Z	519	5	DUFFERIN ST	NORTON AVE W	 	Major Arterial	Toronto and East York	43.678645	-79.44329	Intersection	 	No Control	Snow	Dark	Slush	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	2	Unknown	Other	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Person Getting on/off Vehicle	Unknown	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	13
2016	2016-01-08T05:00:00.000Z	520	5	BROWN S LINE	LAKE SHORE BLVD W	30 m North of	Major Arterial	Etobicoke York	43.593039	-79.54156	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Wet	Fatal	SMV Other	Driver	40 to 44	Fatal	2	South	"Automobile, Station Wagon"	Going Ahead	Speed too Fast For Condition	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	22
2010	2010-03-12T05:00:00.000Z	523	5	ROYAL DR	DON VALLEY PARKWAY  N	 	Expressway	Toronto and East York	43.672745	-79.35879	Mid-Block	 	No Control	Clear	Dark	Dry	Fatal	SMV Other	Truck Driver	30 to 34	Fatal	15	South	Truck - Open	Going Ahead	Speed too Fast For Condition	Normal	 	 	 	 	 	 	 	 	 	 	Yes		 	Yes	Yes	Yes	 	 	 	55
2015	2015-11-27T05:00:00.000Z	532	5	EGLINTON AVE W	BATHURST ST	 	Major Arterial	Toronto and East York	43.700984	-79.425548	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	20 to 24	Fatal	58	South	 	 	 	 	Vehicle turns right while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	 	 	Yes		 	 	 	Yes	Yes	 	 	"13,53"
2009	2009-12-08T05:00:00.000Z	540	5	FINCH AVE W	KIPLING AVE	 	Major Arterial	Etobicoke York	43.743245	-79.58209	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	43	North	Other	 	 	 	Other / Undefined	Other	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	23
2011	2011-10-10T04:00:00.000Z	540	5	KENNEDY RD	FINCH AVE E	 	Major Arterial	Scarborough	43.801245	-79.29659	Intersection	At Intersection	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	SMV Other	Driver	25 to 29	Fatal	27	South	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	42
2008	2008-09-28T04:00:00.000Z	545	5	WILSON AVE	HIGHWAY 400  S	 	Expressway	Etobicoke York	43.718145	-79.52109	Intersection	At Intersection	No Control	Clear	Dark	Wet	Fatal	SMV Other	Driver	55 to 59	Fatal	42	East	"Automobile, Station Wagon"	Going Ahead	Exceeding Speed Limit	Had Been Drinking	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	31
2008	2008-10-21T04:00:00.000Z	545	5	HIGHWAY 27 Ramp S	27 S DIXON W RAMP	 	Major Arterial	Etobicoke York	43.690045	-79.58279	Mid-Block	 	No Control	Clear	Dark	Dry	Fatal	SMV Other	Truck Driver	20 to 24	Fatal	47	South	Truck - Open	Going Ahead	Exceeding Speed Limit	Normal	 	 	 	 	 	 	 	 	 	 	Yes		 	 	Yes	Yes	 	 	 	23
2011	2011-12-23T05:00:00.000Z	547	5	LAWRENCE AVE E	CURLEW DR	 	Major Arterial	North York	43.741145	-79.31929	Intersection	At Intersection	Traffic Signal	Clear	"Dark, artificial"	Wet	Fatal	Turning Movement	Driver	35 to 39	Fatal	35	East	"Automobile, Station Wagon"	Turning Left	Improper Turn	Inattentive	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	33
2011	2011-10-18T04:00:00.000Z	548	5	WILSON AVE	ALLINGHAM GDNS	 	Major Arterial	North York	43.735545	-79.44279	Intersection	At Intersection	No Control	Clear	"Dark, artificial"	Other	Fatal	Pedestrian Collisions	Pedestrian	45 to 49	Fatal	28	North	Other	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	"Crossing, no Traffic Control"	Inattentive	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	32
2008	2008-01-08T05:00:00.000Z	550	5	REXDALE BLVD	TIDEMORE AVE	 	Major Arterial	Etobicoke York	43.714745	-79.58519	Intersection	 	No Control	Clear	Dark	Dry	Fatal	SMV Other	Passenger	25 to 29	Fatal	4	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	23
2011	2011-08-22T04:00:00.000Z	551	5	ROYAL YORK RD	HARTFIELD RD	 	Minor Arterial	Etobicoke York	43.667145	-79.52009	Intersection	 	No Control	Clear	Dark	Dry	Fatal	SMV Other	Driver	50 to 54	Fatal	21	North	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	22
2014	2014-07-28T04:00:00.000Z	553	5	HUMBERLINE DR	FINCH AVE W	 	Major Arterial	Etobicoke York	43.73503	-79.617862	Intersection	At Intersection	Traffic Signal	Rain	"Dawn, artificial"	Wet	Fatal	Pedestrian Collisions	Pedestrian	30 to 34	Fatal	16	North	 	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Crossing without right of way	Unknown	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	23
2012	2012-04-02T04:00:00.000Z	555	5	FINCH AVE W	DRIFTWOOD AVE	 	Major Arterial	Etobicoke York	43.758245	-79.51239	Mid-Block	 	No Control	Clear	"Dawn, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	45 to 49	Fatal	8	North	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	31
2016	2016-07-12T04:00:00.000Z	1710	17	BIRMINGHAM ST	ELSINORE PATH	 	Collector	Etobicoke York	43.602278	-79.510753	Intersection	At Intersection	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Driver	55 to 59	Fatal	46	West	"Automobile, Station Wagon"	Going Ahead	Lost control	Medical or Physical Disability	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	Yes	22
2018	2018-11-01T04:00:00.000Z	1712	17	AVENUE RD	GLENGARRY AVE	 	Major Arterial	North York	43.722941	-79.415889	Intersection	Intersection Related	No Control	Rain	Dark	Dry	Fatal	Rear End	Passenger	55 to 59	Fatal	57	 	"Automobile, Station Wagon"	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	32
2008	2008-11-26T05:00:00.000Z	1714	17	WARDEN AVE	FINCH AVE E	 	Major Arterial	Scarborough	43.794845	-79.31499	Mid-Block	 	No Control	Rain	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	53	West	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	42
2013	2013-07-08T04:00:00.000Z	1715	17	MCCOWAN RD	KENHATCH BLVD	 	Major Arterial	Scarborough	43.801444	-79.263789	Intersection	 	Traffic Signal	Rain	Daylight	Wet	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	24	East	 	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Crossing without right of way	Inattentive	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	42
2015	2015-11-30T05:00:00.000Z	1715	17	BATHURST ST	MARMION AVE	7 m East of	Major Arterial	North York	43.726615	-79.431415	Intersection	Intersection Related	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	60	Unknown	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	32
2018	2018-01-02T05:00:00.000Z	1718	17	BRIMLEY RD	HEATHER RD	 	Major Arterial	Scarborough	43.790507	-79.269923	Intersection	Intersection Related	No Control	Clear	"Dusk, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	2	West	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Inattentive	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	42
2010	2010-11-26T05:00:00.000Z	1719	17	HUMEWOOD GDNS	RUSHTON RD	 	Local	Toronto and East York	43.682945	-79.42839	Intersection	At Intersection	Stop Sign	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	38	North	Other	 	 	 	Vehicle is going straight thru inter.while ped cross with ROW	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	13
2012	2012-11-27T05:00:00.000Z	1720	17	MIDLAND AVE	KILCULLEN CASTLE GT	 	Major Arterial	Scarborough	43.809645	-79.28999	Intersection	 	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	40 to 44	Fatal	40	Unknown	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	42
2008	2008-04-28T04:00:00.000Z	1722	17	REXDALE Boul	QUEENS PLATE Driv	 	Major Arterial	Etobicoke York	43.719145	-79.60349	Intersection	At Intersection	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	15	 	Other	Other	 	 	Pedestrian hit on sidewalk or shoulder	On Sidewalk or Shoulder	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	Yes	23
2014	2014-08-01T04:00:00.000Z	1722	17	SHEPPARD AVE E	NEILSON RD	 	Major Arterial	Scarborough	43.798106	-79.21767	Intersection	Intersection Related	Traffic Signal	Clear	Daylight	Dry	Fatal	Cyclist Collisions	Cyclist	15 to 19	Fatal	18	North	Bicycle	Going Ahead	 	 	 	 	 	"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn."	Driving Properly	Inattentive	 	Yes	Yes	 	 		 	 	Yes	Yes	 	 	 	42
2016	2016-04-22T04:00:00.000Z	1727	17	VICTORIA PARK AVE	PATRICK BLVD	 	Major Arterial	Scarborough	43.777732	-79.324161	Intersection	Intersection Related	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	26	East	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Inattentive	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	"33,42"
2016	2016-05-30T04:00:00.000Z	1728	17	4 EWART AVE	 	 	Local	Etobicoke York	43.688113	-79.467433	Intersection	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	Other	Driver	65 to 69	Fatal	34	Unknown	"Automobile, Station Wagon"	Reversing	Other	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	12
2016	2016-11-10T05:00:00.000Z	1732	17	BRIMLEY RD	GAGE AVE	 	Major Arterial	Scarborough	43.750491	-79.254108	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	60 to 64	Fatal	71	West	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Inattentive	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	"41,43"
2010	2010-12-28T05:00:00.000Z	1734	17	STEELES AVE E	SILVER STAR BLVD	 	Major Arterial	Scarborough	43.825345	-79.29999	Intersection	At Intersection	Traffic Signal	Snow	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	30 to 34	Fatal	43	North	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	42
2013	2013-03-29T04:00:00.000Z	1734	17	LAKE SHORE BLVD E	DON ROADWAY	 	Expressway	Toronto and East York	43.650244	-79.348491	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Passenger	15 to 19	Fatal	8	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	51
2015	2015-04-13T04:00:00.000Z	1734	17	WILSON AVE	WILLIAM CRAGG DR	 	Major Arterial	North York	43.722663	-79.499889	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Rear End	Driver	85 to 89	Fatal	18	West	"Automobile, Station Wagon"	Going Ahead	Following too Close	Inattentive	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	Yes	 	 	 	31
